route_id,service_id,trip_id,trip_headsign,trip_short_name,shape_id,wheelchair_accessible,bikes_allowed
L7,DG_Flo,DG-Flo_729_03,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,DG_Flo,DG-Flo_799_03,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_799_40,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_799_41,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_799_42,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_799_43,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_799_44,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_799_45,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_799_46,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_799_47,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_799_48,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_729_04,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,DG_Flo,DG-Flo_799_04,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_729_05,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,DG_Flo,DG-Flo_799_05,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_729_06,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,DG_Flo,DG-Flo_799_06,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_729_07,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,DG_Flo,DG-Flo_799_07,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L7,DG_Flo,DG-Flo_729_08,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,DG_Flo,DG-Flo_799_08,Poeta Marquina,Destí pl. Poeta Marquina,L7-202,1,1
L7,DG_Flo,DG-Flo_729_09,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,DG_Flo,DG-Flo_799_09,UdG Les Aligues,Destí Les Àligues,L7-201,1,1
L10,Feiners-26,Fein26_1001_10,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_11,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_12,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_13,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_14,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_15,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_16,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_17,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_18,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_19,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_01,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_20,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_21,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_22,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_23,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_24,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_25,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_26,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_27,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_28,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_29,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_02,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_30,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_03,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_04,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_05,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_06,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_07,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1001_08,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1001_09,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_10,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_11,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_12,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_13,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_14,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_15,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_16,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_17,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_18,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_19,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_01,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_20,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_21,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_22,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_23,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_24,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_25,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_26,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_27,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_28,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_29,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_02,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_03,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_04,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_05,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_06,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_07,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,Feiners-26,Fein26_1002_08,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,Feiners-26,Fein26_1002_09,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L11,Feiners-26,Fein26_1101_10,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1101_11,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_12,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1101_13,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_14,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_15,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_16,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_17,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_18,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_19,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_01,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_20,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_21,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_22,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1101_23,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_24,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1101_25,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_26,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1101_27,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_28,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_29,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_02,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_03,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_04,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_05,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_06,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1101_07,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1101_08,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1101_09,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_10,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_11,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_12,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_13,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_14,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_15,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_16,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1102_17,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_18,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_19,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_01,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_20,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_21,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_22,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_23,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_24,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_25,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_26,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_27,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_28,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1102_29,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_02,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1102_03,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_04,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1102_05,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_06,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_07,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1102_08,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1102_09,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_10,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_11,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1103_12,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_13,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1103_14,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_15,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1103_16,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_17,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1103_18,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_19,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1103_01,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,Feiners-26,Fein26_1103_20,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,Feiners-26,Fein26_1103_21,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,Feiners-26,Fein26_1103_22,CAP Güell,Destí CAP Güell,L11-1,1,1
